😀	faccina, faccina che sogghigna, faccina con un gran sorriso, risata, sogghignare
🏄🏼	carnagione abbastanza chiara, persona che fa surf, persona che fa surf: carnagione abbastanza chiara, sport
🏄🏽	carnagione olivastra, persona che fa surf, persona che fa surf: carnagione olivastra, sport
🏄🏾	carnagione abbastanza scura, persona che fa surf, persona che fa surf: carnagione abbastanza scura, sport
🏄🏿	carnagione scura, persona che fa surf, persona che fa surf: carnagione scura, sport
🏄‍♂	sport, surf, surfista uomo, tavola da surf, uomo
🏄🏻‍♂	carnagione chiara, sport, surf, surfista uomo, surfista uomo: carnagione chiara, tavola da surf, uomo
🏄🏼‍♂	carnagione abbastanza chiara, sport, surf, surfista uomo, surfista uomo: carnagione abbastanza chiara, tavola da surf, uomo
🏄🏽‍♂	carnagione olivastra, sport, surf, surfista uomo, surfista uomo: carnagione olivastra, tavola da surf, uomo
🏄🏾‍♂	carnagione abbastanza scura, sport, surf, surfista uomo, surfista uomo: carnagione abbastanza scura, tavola da surf, uomo
🏄🏿‍♂	carnagione scura, sport, surf, surfista uomo, surfista uomo: carnagione scura, tavola da surf, uomo
🏄‍♀	donna, sport, surf, surfista donna, tavola da surf
🏄🏻‍♀	carnagione chiara, donna, sport, surf, surfista donna, surfista donna: carnagione chiara, tavola da surf
🏄🏼‍♀	carnagione abbastanza chiara, donna, sport, surf, surfista donna, surfista donna: carnagione abbastanza chiara, tavola da surf
🏄🏽‍♀	carnagione olivastra, donna, sport, surf, surfista donna, surfista donna: carnagione olivastra, tavola da surf
🏄🏾‍♀	carnagione abbastanza scura, donna, sport, surf, surfista donna, surfista donna: carnagione abbastanza scura, tavola da surf
🏄🏿‍♀	carnagione scura, donna, sport, surf, surfista donna, surfista donna: carnagione scura, tavola da surf
🚣	barca, persona, persona in barca a remi, remi
🚣🏻	barca, carnagione chiara, persona, persona in barca a remi, persona in barca a remi: carnagione chiara, remi
🚣🏼	barca, carnagione abbastanza chiara, persona, persona in barca a remi, persona in barca a remi: carnagione abbastanza chiara, remi
🚣🏽	barca, carnagione olivastra, persona, persona in barca a remi, persona in barca a remi: carnagione olivastra, remi
🚣🏾	barca, carnagione abbastanza scura, persona, persona in barca a remi, persona in barca a remi: carnagione abbastanza scura, remi
🚣🏿	barca, carnagione scura, persona, persona in barca a remi, persona in barca a remi: carnagione scura, remi
🚣‍♂	barca, remi, uomo, uomo in barca a remi
🚣🏻‍♂	barca, carnagione chiara, remi, uomo, uomo in barca a remi, uomo in barca a remi: carnagione chiara
🚣🏼‍♂	barca, carnagione abbastanza chiara, remi, uomo, uomo in barca a remi, uomo in barca a remi: carnagione abbastanza chiara
🚣🏽‍♂	barca, carnagione olivastra, remi, uomo, uomo in barca a remi, uomo in barca a remi: carnagione olivastra
🚣🏾‍♂	barca, carnagione abbastanza scura, remi, uomo, uomo in barca a remi, uomo in barca a remi: carnagione abbastanza scura
🚣🏿‍♂	barca, carnagione scura, remi, uomo, uomo in barca a remi, uomo in barca a remi: carnagione scura
🚣‍♀	barca, donna, donna in barca a remi, remi
🚣🏻‍♀	barca, carnagione chiara, donna, donna in barca a remi, donna in barca a remi: carnagione chiara, remi
🚣🏼‍♀	barca, carnagione abbastanza chiara, donna, donna in barca a remi, donna in barca a remi: carnagione abbastanza chiara, remi
🚣🏽‍♀	barca, carnagione olivastra, donna, donna in barca a remi, donna in barca a remi: carnagione olivastra, remi
🚣🏾‍♀	barca, carnagione abbastanza scura, donna, donna in barca a remi, donna in barca a remi: carnagione abbastanza scura, remi
🚣🏿‍♀	barca, carnagione scura, donna, donna in barca a remi, donna in barca a remi: carnagione scura, remi
🏊️	nuotare, nuoto, persona che nuota, sport
🏊🏻	carnagione chiara, nuotare, nuoto, persona che nuota, persona che nuota: carnagione chiara, sport
🏊🏼	carnagione abbastanza chiara, nuotare, nuoto, persona che nuota, persona che nuota: carnagione abbastanza chiara, sport
🏊🏽	carnagione olivastra, nuotare, nuoto, persona che nuota, persona che nuota: carnagione olivastra, sport
🏊🏾	carnagione abbastanza scura, nuotare, nuoto, persona che nuota, persona che nuota: carnagione abbastanza scura, sport
🏊🏿	carnagione scura, nuotare, nuoto, persona che nuota, persona che nuota: carnagione scura, sport
🏊‍♂	nuotatore, nuoto, piscina, sport, uomo
🏊🏻‍♂	carnagione chiara, nuotatore, nuotatore: carnagione chiara, nuoto, piscina, sport, uomo
🏊🏼‍♂	carnagione abbastanza chiara, nuotatore, nuotatore: carnagione abbastanza chiara, nuoto, piscina, sport, uomo
🏊🏽‍♂	carnagione olivastra, nuotatore, nuotatore: carnagione olivastra, nuoto, piscina, sport, uomo
🏊🏾‍♂	carnagione abbastanza scura, nuotatore, nuotatore: carnagione abbastanza scura, nuoto, piscina, sport, uomo
🏊🏿‍♂	carnagione scura, nuotatore, nuotatore: carnagione scura, nuoto, piscina, sport, uomo
🏊‍♀	donna, nuotatrice, nuoto, piscina, sport
🏊🏻‍♀	carnagione chiara, donna, nuotatrice, nuotatrice: carnagione chiara, nuoto, piscina, sport
🏊🏼‍♀	carnagione abbastanza chiara, donna, nuotatrice, nuotatrice: carnagione abbastanza chiara, nuoto, piscina, sport
🏊🏽‍♀	carnagione olivastra, donna, nuotatrice, nuotatrice: carnagione olivastra, nuoto, piscina, sport
🏊🏾‍♀	carnagione abbastanza scura, donna, nuotatrice, nuotatrice: carnagione abbastanza scura, nuoto, piscina, sport
🏊🏿‍♀	carnagione scura, donna, nuotatrice, nuotatrice: carnagione scura, nuoto, piscina, sport
⛹️	basket, campo, giocatore, palla, persona che fa rimbalzare una palla
⛹🏻	basket, campo, carnagione chiara, giocatore, palla, persona che fa rimbalzare una palla, persona che fa rimbalzare una palla: carnagione chiara
⛹🏼	basket, campo, carnagione abbastanza chiara, giocatore, palla, persona che fa rimbalzare una palla, persona che fa rimbalzare una palla: carnagione abbastanza chiara
⛹🏽	basket, campo, carnagione olivastra, giocatore, palla, persona che fa rimbalzare una palla, persona che fa rimbalzare una palla: carnagione olivastra
⛹🏾	basket, campo, carnagione abbastanza scura, giocatore, palla, persona che fa rimbalzare una palla, persona che fa rimbalzare una palla: carnagione abbastanza scura
⛹🏿	basket, campo, carnagione scura, giocatore, palla, persona che fa rimbalzare una palla, persona che fa rimbalzare una palla: carnagione scura
⛹‍♂	palla, sport, uomo, uomo che fa rimbalzare una palla
⛹🏻‍♂	carnagione chiara, palla, sport, uomo, uomo che fa rimbalzare una palla, uomo che fa rimbalzare una palla: carnagione chiara
⛹🏼‍♂	carnagione abbastanza chiara, palla, sport, uomo, uomo che fa rimbalzare una palla, uomo che fa rimbalzare una palla: carnagione abbastanza chiara
⛹🏽‍♂	carnagione olivastra, palla, sport, uomo, uomo che fa rimbalzare una palla, uomo che fa rimbalzare una palla: carnagione olivastra
⛹🏾‍♂	carnagione abbastanza scura, palla, sport, uomo, uomo che fa rimbalzare una palla, uomo che fa rimbalzare una palla: carnagione abbastanza scura
⛹🏿‍♂	carnagione scura, palla, sport, uomo, uomo che fa rimbalzare una palla, uomo che fa rimbalzare una palla: carnagione scura
⛹‍♀	donna, donna che fa rimbalzare una palla, palla, sport
⛹🏻‍♀	carnagione chiara, donna, donna che fa rimbalzare una palla, donna che fa rimbalzare una palla: carnagione chiara, palla, sport
⛹🏼‍♀	carnagione abbastanza chiara, donna, donna che fa rimbalzare una palla, donna che fa rimbalzare una palla: carnagione abbastanza chiara, palla, sport
⛹🏽‍♀	carnagione olivastra, donna, donna che fa rimbalzare una palla, donna che fa rimbalzare una palla: carnagione olivastra, palla, sport
⛹🏾‍♀	carnagione abbastanza scura, donna, donna che fa rimbalzare una palla, donna che fa rimbalzare una palla: carnagione abbastanza scura, palla, sport
⛹🏿‍♀	carnagione scura, donna, donna che fa rimbalzare una palla, donna che fa rimbalzare una palla: carnagione scura, palla, sport
🏋️	bilanciere, persona che solleva pesi, pesi massimi, sollevamento pesi, sport
🏋🏻	bilanciere, carnagione chiara, persona che solleva pesi, persona che solleva pesi: carnagione chiara, pesi massimi, sollevamento pesi, sport
🏋🏼	bilanciere, carnagione abbastanza chiara, persona che solleva pesi, persona che solleva pesi: carnagione abbastanza chiara, pesi massimi, sollevamento pesi, sport
🏋🏽	bilanciere, carnagione olivastra, persona che solleva pesi, persona che solleva pesi: carnagione olivastra, pesi massimi, sollevamento pesi, sport
🏋🏾	bilanciere, carnagione abbastanza scura, persona che solleva pesi, persona che solleva pesi: carnagione abbastanza scura, pesi massimi, sollevamento pesi, sport
🏋🏿	bilanciere, carnagione scura, persona che solleva pesi, persona che solleva pesi: carnagione scura, pesi massimi, sollevamento pesi, sport
🏋‍♂	bilanciere, pesi, sport, uomo, uomo che solleva pesi
🏋🏻‍♂	bilanciere, carnagione chiara, pesi, sport, uomo, uomo che solleva pesi, uomo che solleva pesi: carnagione chiara
🏋🏼‍♂	bilanciere, carnagione abbastanza chiara, pesi, sport, uomo, uomo che solleva pesi, uomo che solleva pesi: carnagione abbastanza chiara
🏋🏽‍♂	bilanciere, carnagione olivastra, pesi, sport, uomo, uomo che solleva pesi, uomo che solleva pesi: carnagione olivastra
🏋🏾‍♂	bilanciere, carnagione abbastanza scura, pesi, sport, uomo, uomo che solleva pesi, uomo che solleva pesi: carnagione abbastanza scura
🏋🏿‍♂	bilanciere, carnagione scura, pesi, sport, uomo, uomo che solleva pesi, uomo che solleva pesi: carnagione scura
🏋‍♀	bilanciere, donna, donna che solleva pesi, pesi, sport
🏋🏻‍♀	bilanciere, carnagione chiara, donna, donna che solleva pesi, donna che solleva pesi: carnagione chiara, pesi, sport
🏋🏼‍♀	bilanciere, carnagione abbastanza chiara, donna, donna che solleva pesi, donna che solleva pesi: carnagione abbastanza chiara, pesi, sport
🏋🏽‍♀	bilanciere, carnagione olivastra, donna, donna che solleva pesi, donna che solleva pesi: carnagione olivastra, pesi, sport
🏋🏾‍♀	bilanciere, carnagione abbastanza scura, donna, donna che solleva pesi, donna che solleva pesi: carnagione abbastanza scura, pesi, sport
🏋🏿‍♀	bilanciere, carnagione scura, donna, donna che solleva pesi, donna che solleva pesi: carnagione scura, pesi, sport
🚴	bici, ciclista
🚴🏻	bici, carnagione chiara, ciclista, ciclista: carnagione chiara
🚴🏼	bici, carnagione abbastanza chiara, ciclista, ciclista: carnagione abbastanza chiara
🚴🏽	bici, carnagione olivastra, ciclista, ciclista: carnagione olivastra
🚴🏾	bici, carnagione abbastanza scura, ciclista, ciclista: carnagione abbastanza scura
🚴🏿	bici, carnagione scura, ciclista, ciclista: carnagione scura
🚴‍♂	bici, bicicletta, ciclista, ciclista uomo, sport
🚴🏻‍♂	bici, bicicletta, carnagione chiara, ciclista, ciclista uomo, ciclista uomo: carnagione chiara, sport
🚴🏼‍♂	bici, bicicletta, carnagione abbastanza chiara, ciclista, ciclista uomo, ciclista uomo: carnagione abbastanza chiara, sport
🚴🏽‍♂	bici, bicicletta, carnagione olivastra, ciclista, ciclista uomo, ciclista uomo: carnagione olivastra, sport
🚴🏾‍♂	bici, bicicletta, carnagione abbastanza scura, ciclista, ciclista uomo, ciclista uomo: carnagione abbastanza scura, sport
🚴🏿‍♂	bici, bicicletta, carnagione scura, ciclista, ciclista uomo, ciclista uomo: carnagione scura, sport
🚴‍♀	bici, bicicletta, ciclista, ciclista donna, sport
🚴🏻‍♀	bici, bicicletta, carnagione chiara, ciclista, ciclista donna, ciclista donna: carnagione chiara, sport
🚴🏼‍♀	bici, bicicletta, carnagione abbastanza chiara, ciclista, ciclista donna, ciclista donna: carnagione abbastanza chiara, sport
🚴🏽‍♀	bici, bicicletta, carnagione olivastra, ciclista, ciclista donna, ciclista donna: carnagione olivastra, sport
🚴🏾‍♀	bici, bicicletta, carnagione abbastanza scura, ciclista, ciclista donna, ciclista donna: carnagione abbastanza scura, sport
🚴🏿‍♀	bici, bicicletta, carnagione scura, ciclista, ciclista donna, ciclista donna: carnagione scura, sport
🚵	ciclista, ciclista di mountain bike, mountain bike
🚵🏻	carnagione chiara, ciclista, ciclista di mountain bike, ciclista di mountain bike: carnagione chiara, mountain bike
🚵🏼	carnagione abbastanza chiara, ciclista, ciclista di mountain bike, ciclista di mountain bike: carnagione abbastanza chiara, mountain bike
🚵🏽	carnagione olivastra, ciclista, ciclista di mountain bike, ciclista di mountain bike: carnagione olivastra, mountain bike
🚵🏾	carnagione abbastanza scura, ciclista, ciclista di mountain bike, ciclista di mountain bike: carnagione abbastanza scura, mountain bike
🚵🏿	carnagione scura, ciclista, ciclista di mountain bike, ciclista di mountain bike: carnagione scura, mountain bike
🚵‍♂	bici, bicicletta, ciclista uomo di mountain bike, mountain bike, sport
🚵🏻‍♂	bici, bicicletta, carnagione chiara, ciclista uomo di mountain bike, ciclista uomo di mountain bike: carnagione chiara, mountain bike, sport
🚵🏼‍♂	bici, bicicletta, carnagione abbastanza chiara, ciclista uomo di mountain bike, ciclista uomo di mountain bike: carnagione abbastanza chiara, mountain bike, sport
🚵🏽‍♂	bici, bicicletta, carnagione olivastra, ciclista uomo di mountain bike, ciclista uomo di mountain bike: carnagione olivastra, mountain bike, sport
🚵🏾‍♂	bici, bicicletta, carnagione abbastanza scura, ciclista uomo di mountain bike, ciclista uomo di mountain bike: carnagione abbastanza scura, mountain bike, sport
🚵🏿‍♂	bici, bicicletta, carnagione scura, ciclista uomo di mountain bike, ciclista uomo di mountain bike: carnagione scura, mountain bike, sport
🚵‍♀	bici, bicicletta, ciclista donna di mountain bike, mountain bike, sport
🚵🏻‍♀	bici, bicicletta, carnagione chiara, ciclista donna di mountain bike, ciclista donna di mountain bike: carnagione chiara, mountain bike, sport
🚵🏼‍♀	bici, bicicletta, carnagione abbastanza chiara, ciclista donna di mountain bike, ciclista donna di mountain bike: carnagione abbastanza chiara, mountain bike, sport
🚵🏽‍♀	bici, bicicletta, carnagione olivastra, ciclista donna di mountain bike, ciclista donna di mountain bike: carnagione olivastra, mountain bike, sport
🚵🏾‍♀	bici, bicicletta, carnagione abbastanza scura, ciclista donna di mountain bike, ciclista donna di mountain bike: carnagione abbastanza scura, mountain bike, sport
🚵🏿‍♀	bici, bicicletta, carnagione scura, ciclista donna di mountain bike, ciclista donna di mountain bike: carnagione scura, mountain bike, sport
